-27 09:46:39 | ST0=[1110.72kg, 1110.84kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:53 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:54 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:55 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:56 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:57 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:58 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:59 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:00 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:01 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:02 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:03 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:04 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:05 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:06 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:07 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:08 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:09 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:10 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:11 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:12 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:13 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:14 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:15 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:16 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:17 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:18 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:19 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:20 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:21 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:22 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:23 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:24 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:25 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:26 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:27 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:28 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:29 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:30 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:31 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:32 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:33 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:34 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:35 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:36 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:37 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:38 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:39 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:40 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:41 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:42 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:44 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:45 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:46 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:47 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:48 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:49 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:50 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:51 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:52 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:53 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:54 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:55 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:56 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:57 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:24:58 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:24:59 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:00 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:01 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:02 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:03 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:04 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:05 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:06 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:07 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:08 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:09 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:10 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:11 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:12 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:13 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:14 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:15 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:16 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:17 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:18 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:19 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:20 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:21 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:22 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:23 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:24 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:25 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:26 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:27 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:28 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:29 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:30 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:31 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:32 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:33 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:34 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:35 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:36 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:37 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:38 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:39 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:40 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:41 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:42 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:44 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:45 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:46 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:47 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:48 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:49 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:50 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:51 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:52 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:53 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:54 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:55 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:25:56 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:57 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:58 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:25:59 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:00 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:01 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:02 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:03 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:04 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:05 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:06 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:07 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:08 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:09 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:10 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:11 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:12 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:13 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:14 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:15 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:16 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:17 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:18 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:19 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:20 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:21 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:22 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:23 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:24 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:25 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:26 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:27 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:28 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:29 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:30 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:31 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:32 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:33 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:34 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:35 | ST0=[1111.10kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:36 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:37 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:38 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:39 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:40 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:41 | ST0=[1111.10kg, 1111.23kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:42 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:43 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:44 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:45 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:46 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:47 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:48 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:49 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:50 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:51 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:52 | ST0=[1111.10kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:53 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:54 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:55 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:56 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:26:57 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:58 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:26:59 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:00 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:01 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:02 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:03 | ST0=[***, ***] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:05 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:10 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:12 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:14 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:16 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:18 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:21 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:23 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:24 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:25 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:26 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:27 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:30 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:32 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:36 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:41 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:44 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:45 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:50 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:52 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:53 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:54 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:56 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:27:58 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:27:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:01 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:03 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:28:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:07 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:28:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:11 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:28:12 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:28:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
